9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,926095018186699,136601018484477,48.809879,2.317065,48.809685,2.317231
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,290297319371071,136601018484477,48.809872,2.317095,48.809685,2.317231
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,2322647501213276,136601018484477,48.809800599965,2.3171928,48.809685,2.317231
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,296262775475973,1211007052686110,48.809798999921,2.317201,48.80975,2.317359
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,480029213205015,1211007052686110,48.809788,2.317318,48.80975,2.317359
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,184567086845534,2967248766881380,48.809784,2.317488,48.809795,2.317552
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,1165473603896816,851981655531251,48.809806999916,2.317718,48.809837,2.317773
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,185918623379574,1162944230796703,48.809853,2.317974,48.809879,2.318012
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,870181850233294,545837183068231,48.809906,2.318426,48.809902,2.3183
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,974364479974130,301675668257202,48.809925,2.318597,48.809929,2.318589
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,1097703920727681,690550795002635,48.809956,2.318959,48.809952,2.318882
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,209427564031845,805361933752273,48.809952,2.319349,48.809948,2.319448
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,249639033609191,459457552007677,48.809921,2.319735,48.809921,2.319736
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,823883541560385,737220253641577,48.809887,2.320116,48.809891,2.320031
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,164089328887718,306329757553100,48.809845,2.320492,48.809834,2.320618
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,295427488747640,218650169691629,48.809811,2.320881,48.809803,2.320882
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,2888215914732531,831925174340058,48.809772,2.321256,48.809772,2.321156
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,476914996882521,130341545755548,48.809738,2.321635,48.809723,2.321639
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,467694534442243,130735769048657,48.809708,2.322008,48.809704,2.321936
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,578974689749309,294404665495775,48.809689,2.322377,48.809677,2.322429
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,160152209446986,778394546200957,48.809677,2.322734,48.809673,2.322625
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,871713406892486,1126319677847107,48.809666,2.323088,48.809654,2.323095
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,178494264028344,463985468233343,48.809654,2.323419,48.809647,2.323364
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,325435575643406,277231524052019,48.809639,2.323743,48.809639,2.323634
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,1387395414952860,273822877732830,48.809631,2.324042,48.809628,2.3239209999309
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,475803567207956,992467028209197,48.80962,2.324327,48.809612,2.324457
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,506349017189093,992467028209197,48.809612,2.324579,48.809612,2.324457
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,375677670338559,290500992712073,48.809608,2.324817,48.809605,2.324727
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,514489963043915,134161952034400,48.809597,2.325024,48.809593,2.325012
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,1429703850702525,134161952034400,48.809586,2.325131,48.809593,2.325012
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,1084835132011722,2029091170574266,48.809578,2.32517,48.80957,2.325274
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,474501610431056,2029091170574266,48.809563,2.325247,48.80957,2.325274
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,1398342743852688,2029091170574266,48.809555,2.325393,48.80957,2.325274
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,1184206545332548,476206366813251,48.809532,2.3256,48.809532,2.325528
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,1673316183055818,801691613815294,48.809494,2.325841,48.809486,2.325835
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,214418863448842,779882286221838,48.809452,2.326094,48.809433,2.32612
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,4024218784293699,290517505906496,48.809425,2.326338,48.809406,2.326307
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,363803981734849,511514436875625,48.809437,2.326582,48.8094175,2.3265109999206
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,464214851321683,459296145299740,48.809505,2.326786,48.809471,2.326705
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,797194500912036,1146910582454863,48.809601,2.326921,48.809582,2.326822
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,503996577450138,128434739320547,48.809708,2.327035,48.80973559998,2.3270103999388
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,905729056914208,129619502494050,48.809788,2.32711,48.80978,2.327078
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,160264389293759,493927375288799,48.809798999921,2.327136,48.80983,2.32713
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,306443431145650,233156371916733,48.809792749985,2.3271775,48.8098375,2.327159
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,270178171480858,233156371916733,48.809802250058,2.3271864999628,48.8098375,2.327159
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,368246214565425,765992074120321,48.809837,2.327213,48.809847,2.3271670000834
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,288896359527303,171951221385820,48.809883,2.327439,48.809895,2.327514
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,3219594248267587,2133242946817884,48.809834,2.32761,48.809849,2.3277190000708
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,907828036442515,511882370186486,48.809767330017,2.327829,48.80978,2.3279529998903
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,289481276241612,852886155306023,48.809696,2.3280710000895,48.809704,2.328217
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,826936751242928,852886155306023,48.80962,2.328316,48.809704,2.328217
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,1094266234427974,301464671588669,48.809528,2.328606,48.809550999923,2.328746
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,168819075055121,170439324882994,48.809425,2.328887,48.809471,2.329009
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,197535932212090,768848563822677,48.809353,2.329106,48.809391,2.329188
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,580554956671504,1175839592854137,48.809307,2.329226,48.809326,2.329325
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,381826516382199,1175839592854137,48.809265,2.329346,48.809326,2.329325
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,928663797920042,813712416213412,48.809231,2.329495,48.80928,2.329469
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,2873073509599475,477626240118547,48.809181000073,2.329664,48.809235,2.329619
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,532300021107124,2348317525298980,48.809128,2.32983,48.809181000073,2.3297769998703
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,927442764688769,961517357950318,48.809067,2.330005,48.809105,2.32998
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,492246945162537,495397911506989,48.809006,2.330179,48.809017,2.33021
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,607309120229389,495397911506989,48.808964,2.330312,48.809017,2.33021
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,290984069197683,548398689475278,48.808933,2.330404,48.808929,2.330447
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,2974438636124070,548398689475278,48.80891,2.330456,48.808929,2.330447
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,466956741227048,548398689475278,48.808901,2.3304805000483,48.808929,2.330447
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,286582806427067,548398689475278,48.808876,2.3305189999097,48.808929,2.330447
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,316721919799539,548398689475278,48.808872,2.330531,48.808929,2.330447
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,3920643381351931,470610900845063,48.808834,2.330616,48.808834,2.3306709998707
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,487789309089844,470610900845063,48.808769,2.3307229999028,48.808834,2.3306709998707
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,820998285508234,519311419095193,48.808697,2.33086,48.808726999921,2.330874
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,497950134888371,216567289903546,48.80864,2.33103,48.808659,2.331094
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,448819029746127,619138402820210,48.808605,2.3312110001233,48.80862,2.331272
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,1745272112319433,528052581688170,48.808556,2.331374,48.808578,2.331389
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,142947051135397,1158064911330538,48.808533,2.331448,48.808552,2.3315
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,480885036464603,1158064911330538,48.808531,2.3314545000713,48.808552,2.3315
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,1370506783334051,1158064911330538,48.808517,2.3314957500153,48.808552,2.3315
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,849034359301069,1158064911330538,48.808517,2.3314985800497,48.808552,2.3315
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,829305924654944,1158064911330538,48.808521,2.331524,48.808552,2.3315
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,920104092155868,5752880214752934,48.808552,2.331608,48.808578,2.33159
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,950007649134885,293946122370845,48.80867,2.331764,48.808650999928,2.33168
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,464867281411240,608521437216068,48.80872,2.331824,48.808731,2.33177
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,921261088698421,962359031167894,48.808815,2.331934,48.808811,2.331859000134
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,293309955549171,486190186163942,48.808887,2.331997,48.808933,2.331977
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,304819647827085,486190186163942,48.808929,2.332054,48.808933,2.331977
9ax8up9b5cptf92ueyowam,8jhok49ioq2z1qey83axiz,492307121815931,805747646740214,48.808979,2.332129,48.809013,2.332065
