9ax8up9b5cptf92ueyowam,926095018186699,48.809879,2.317065
9ax8up9b5cptf92ueyowam,290297319371071,48.809872,2.317095
9ax8up9b5cptf92ueyowam,2322647501213276,48.809800599965,2.3171928
9ax8up9b5cptf92ueyowam,296262775475973,48.809798999921,2.317201
9ax8up9b5cptf92ueyowam,480029213205015,48.809788,2.317318
9ax8up9b5cptf92ueyowam,184567086845534,48.809784,2.317488
9ax8up9b5cptf92ueyowam,1165473603896816,48.809806999916,2.317718
9ax8up9b5cptf92ueyowam,185918623379574,48.809853,2.317974
9ax8up9b5cptf92ueyowam,870181850233294,48.809906,2.318426
9ax8up9b5cptf92ueyowam,974364479974130,48.809925,2.318597
9ax8up9b5cptf92ueyowam,1097703920727681,48.809956,2.318959
9ax8up9b5cptf92ueyowam,209427564031845,48.809952,2.319349
9ax8up9b5cptf92ueyowam,249639033609191,48.809921,2.319735
9ax8up9b5cptf92ueyowam,823883541560385,48.809887,2.320116
9ax8up9b5cptf92ueyowam,164089328887718,48.809845,2.320492
9ax8up9b5cptf92ueyowam,295427488747640,48.809811,2.320881
9ax8up9b5cptf92ueyowam,2888215914732531,48.809772,2.321256
9ax8up9b5cptf92ueyowam,476914996882521,48.809738,2.321635
9ax8up9b5cptf92ueyowam,467694534442243,48.809708,2.322008
9ax8up9b5cptf92ueyowam,578974689749309,48.809689,2.322377
9ax8up9b5cptf92ueyowam,160152209446986,48.809677,2.322734
9ax8up9b5cptf92ueyowam,871713406892486,48.809666,2.323088
9ax8up9b5cptf92ueyowam,178494264028344,48.809654,2.323419
9ax8up9b5cptf92ueyowam,325435575643406,48.809639,2.323743
9ax8up9b5cptf92ueyowam,1387395414952860,48.809631,2.324042
9ax8up9b5cptf92ueyowam,475803567207956,48.80962,2.324327
9ax8up9b5cptf92ueyowam,506349017189093,48.809612,2.324579
9ax8up9b5cptf92ueyowam,375677670338559,48.809608,2.324817
9ax8up9b5cptf92ueyowam,514489963043915,48.809597,2.325024
9ax8up9b5cptf92ueyowam,1429703850702525,48.809586,2.325131
9ax8up9b5cptf92ueyowam,1084835132011722,48.809578,2.32517
9ax8up9b5cptf92ueyowam,474501610431056,48.809563,2.325247
9ax8up9b5cptf92ueyowam,1398342743852688,48.809555,2.325393
9ax8up9b5cptf92ueyowam,1184206545332548,48.809532,2.3256
9ax8up9b5cptf92ueyowam,1673316183055818,48.809494,2.325841
9ax8up9b5cptf92ueyowam,214418863448842,48.809452,2.326094
9ax8up9b5cptf92ueyowam,4024218784293699,48.809425,2.326338
9ax8up9b5cptf92ueyowam,363803981734849,48.809437,2.326582
9ax8up9b5cptf92ueyowam,464214851321683,48.809505,2.326786
9ax8up9b5cptf92ueyowam,797194500912036,48.809601,2.326921
9ax8up9b5cptf92ueyowam,503996577450138,48.809708,2.327035
9ax8up9b5cptf92ueyowam,905729056914208,48.809788,2.32711
9ax8up9b5cptf92ueyowam,160264389293759,48.809798999921,2.327136
9ax8up9b5cptf92ueyowam,306443431145650,48.809792749985,2.3271775
9ax8up9b5cptf92ueyowam,270178171480858,48.809802250058,2.3271864999628
9ax8up9b5cptf92ueyowam,368246214565425,48.809837,2.327213
9ax8up9b5cptf92ueyowam,288896359527303,48.809883,2.327439
9ax8up9b5cptf92ueyowam,3219594248267587,48.809834,2.32761
9ax8up9b5cptf92ueyowam,907828036442515,48.809767330017,2.327829
9ax8up9b5cptf92ueyowam,289481276241612,48.809696,2.3280710000895
9ax8up9b5cptf92ueyowam,826936751242928,48.80962,2.328316
9ax8up9b5cptf92ueyowam,1094266234427974,48.809528,2.328606
9ax8up9b5cptf92ueyowam,168819075055121,48.809425,2.328887
9ax8up9b5cptf92ueyowam,197535932212090,48.809353,2.329106
9ax8up9b5cptf92ueyowam,580554956671504,48.809307,2.329226
9ax8up9b5cptf92ueyowam,381826516382199,48.809265,2.329346
9ax8up9b5cptf92ueyowam,928663797920042,48.809231,2.329495
9ax8up9b5cptf92ueyowam,2873073509599475,48.809181000073,2.329664
9ax8up9b5cptf92ueyowam,532300021107124,48.809128,2.32983
9ax8up9b5cptf92ueyowam,927442764688769,48.809067,2.330005
9ax8up9b5cptf92ueyowam,492246945162537,48.809006,2.330179
9ax8up9b5cptf92ueyowam,607309120229389,48.808964,2.330312
9ax8up9b5cptf92ueyowam,290984069197683,48.808933,2.330404
9ax8up9b5cptf92ueyowam,2974438636124070,48.80891,2.330456
9ax8up9b5cptf92ueyowam,466956741227048,48.808901,2.3304805000483
9ax8up9b5cptf92ueyowam,286582806427067,48.808876,2.3305189999097
9ax8up9b5cptf92ueyowam,316721919799539,48.808872,2.330531
9ax8up9b5cptf92ueyowam,3920643381351931,48.808834,2.330616
9ax8up9b5cptf92ueyowam,487789309089844,48.808769,2.3307229999028
9ax8up9b5cptf92ueyowam,820998285508234,48.808697,2.33086
9ax8up9b5cptf92ueyowam,497950134888371,48.80864,2.33103
9ax8up9b5cptf92ueyowam,448819029746127,48.808605,2.3312110001233
9ax8up9b5cptf92ueyowam,1745272112319433,48.808556,2.331374
9ax8up9b5cptf92ueyowam,142947051135397,48.808533,2.331448
9ax8up9b5cptf92ueyowam,480885036464603,48.808531,2.3314545000713
9ax8up9b5cptf92ueyowam,1370506783334051,48.808517,2.3314957500153
9ax8up9b5cptf92ueyowam,849034359301069,48.808517,2.3314985800497
9ax8up9b5cptf92ueyowam,829305924654944,48.808521,2.331524
9ax8up9b5cptf92ueyowam,920104092155868,48.808552,2.331608
9ax8up9b5cptf92ueyowam,950007649134885,48.80867,2.331764
9ax8up9b5cptf92ueyowam,464867281411240,48.80872,2.331824
9ax8up9b5cptf92ueyowam,921261088698421,48.808815,2.331934
9ax8up9b5cptf92ueyowam,293309955549171,48.808887,2.331997
9ax8up9b5cptf92ueyowam,304819647827085,48.808929,2.332054
9ax8up9b5cptf92ueyowam,492307121815931,48.808979,2.332129
9ax8up9b5cptf92ueyowam,488722835586807,48.809071,2.332257
9ax8up9b5cptf92ueyowam,982166609219512,48.809181000073,2.332386
9ax8up9b5cptf92ueyowam,3713224378807004,48.809311000085,2.332543
9ax8up9b5cptf92ueyowam,183140373671848,48.809437,2.332686
9ax8up9b5cptf92ueyowam,1373628916346926,48.809547,2.332815
9ax8up9b5cptf92ueyowam,314505436699628,48.809608,2.332905
9ax8up9b5cptf92ueyowam,4036736279721289,48.809643,2.332947
9ax8up9b5cptf92ueyowam,1164057997349437,48.809689,2.3329970001154
9ax8up9b5cptf92ueyowam,391589211940502,48.809772,2.333086
